"avgAnnCount","avgDeathsPerYear","TARGET_deathRate","incidenceRate","medIncome","popEst2015","studyPerCap","binnedInc","MedianAge","MedianAgeMale","MedianAgeFemale","AvgHouseholdSize","PctMarriedHouseholds","BirthRate","Data","PctEmpPrivCoverage.greater.than.mean","povertyNum","marriedNum","PctNoHS18_24Num","PctHS18_24Num","PctSomeCol18_24Num","PctBachDeg18_24Num","PctHS25_OverNum","PctBachDeg25_OverNum","PctEmployed16_OverNum","PctUnemployed16_OverNum","PctPrivateCoverageNum","PctPrivateCoverageAloneNum","PctPublicCoverageNum","PctPublicCoverageAloneNum","PctWhiteNum","PctBlackNum","PctAsianNum","PctOtherRaceNum"
1962.667684,15,197.8,453.5494221,51676,4823,1451.37881,"(51046.4, 54545.6]",44.9,45.3,44.7,2.38,57.39525492,8.417508418,"Training",FALSE,59806,294203,126363,117682,217518,20739,176522,56430,299509,14952,355938,259478,165429,68005,462786,1618,2225,1214
45,15,165.5,577,51837,4990,0,"(51046.4, 54545.6]",46,45.1,47.1,2.18,56.37319317,6.58436214,"Training",TRUE,50399,320358,42415,183632,212574,60379,186626,86826,321356,9980,399200,296905,149201,56387,479947,3029,3225,5570
257,106,198.5,490.4,33609,44568,112.188117,"[22640, 34218.1]",40,37.6,41.4,2.65,36.87986015,6.678752027,"Training",FALSE,1203336,1680214,1212250,1787177,1421720,40112,1675757,365458,2210573,543730,2232857,1408349,2108067,1279102,1944414,2210754,20282,181836
116,41,151.2,476.9,48675,19858,0,"(48021.6, 51046.4]",38.4,34.8,41.6,2.2,48.07692308,5.713596914,"Training",TRUE,244254,1076304,272055,559996,941270,212481,534181,393189,1312614,65532,1572754,1211338,546095,220424,1867277,9535,2911,10237
47,22,228.4,506.4,43298,6801,0,"(42724.4, 45201]",43.7,43,44.7,2.42,54.81821391,7.955390335,"Training",TRUE,106776,397859,82293,208791,362494,26524,294484,61890,399219,30605,449547,341411,229194,109497,664472,1770,394,0
1336,569,191.2,443.8,58333,322225,37.24105827,"(54545.6, 61494.5]",37.5,36.3,38.7,2.66,51.0731913,5.330646143,"Training",TRUE,4607818,16401253,5123378,9505638,14661238,2932248,7894513,6154498,19269055,2416688,21943523,18076823,8248960,4478928,25108336,4288868,1066545,779833
209,85,224.6,560.5,26048,31730,0,"[22640, 34218.1]",39.2,37.8,40.7,2.5,45.63246972,4.863950374,"Training",FALSE,1107377,1507175,634600,1434196,1072474,34903,1291411,174515,1199394,498161,1278719,958246,1761015,1227951,3086516,36709,898,898
1962.667684,25,177.9,453.5494221,54701,9691,6810.442679,"(54545.6, 61494.5]",39.1,35,42.6,2.39,52.7421835,5.278450363,"Training",TRUE,99818,537851,115323,361475,454508,37795,256812,174438,580491,54270,695814,543666,311082,152149,920939,6966,100,5871
100,50,211.1,454.5,41462,16446,0,"(40362.7, 42724.4]",41.9,40.8,43.7,2.44,50.73243647,4.212348529,"Training",FALSE,302607,894663,195708,621659,740070,87164,712112,126635,902886,108544,1090370,792698,592056,281227,1569994,8400,791,18776
31,14,202.1,451.5,50348,4995,0,"(48021.6, 51046.4]",41.5,38.3,43.4,2.57,59.69746083,2.164502165,"Training",FALSE,61938,295205,178821,156344,154346,9990,211289,87912,274226,13487,318681,242027,163836,95405,443213,925,4315,617
59,21,186.2,538.3,44191,6328,0,"(42724.4, 45201]",51.8,50.4,53.1,0.0222,51.59235669,4.06278855,"Training",FALSE,91124,329689,180981,264511,161364,25312,310705,62015,292354,55054,469538,312604,248058,87327,599083,15570,3075,3273
206,77,193.5,532.5,37952,32526,0,"(37413.8, 40362.7]",40.5,40,41.1,2.51,49.14308489,6.638495093,"Training",FALSE,715572,1655574,523669,1284777,1307546,136610,1239241,253703,1580764,361039,1906024,1576008,1473428,832666,3074478,80929,2611,29420
220,89,184,463.3,33509,45844,0,"[22640, 34218.1]",35.5,34.4,36.8,2.86,49.62191015,6.092124814,"Training",FALSE,1214866,2163837,1673306,1696228,1118594,96273,1682475,371337,2415979,380506,1888773,1430333,1810838,1201113,3136087,1058943,10559,288169
457,172,151.6,425.1,42611,86966,34.49623991,"(40362.7, 42724.4]",38.9,37.1,40.8,2.41,50.63562432,4.149417541,"Training",TRUE,1478422,4209155,617459,1913252,5635397,530493,3817808,1174041,4600502,678335,6365912,4896186,2704643,1165345,8217617,218170,97262,27408
361,140,155.6,414.8,54089,87572,148.449276,"(51046.4, 54545.6]",32.7,30.7,35,2.4,46.15248227,3.454048815,"Training",TRUE,1655111,3870683,297745,1147194,6322699,989564,1304823,2539588,4746403,753120,6602929,5359407,2495802,1296066,7656969,77048,540852,111775
2919,1252,186.9,451.9,42994,532258,760.9091831,"(42724.4, 45201]",39.4,37.5,41.2,2.32,40.44286375,5.362001513,"Training",TRUE,10485483,23419352,8356451,14211289,26453223,4204839,15329031,8143548,29008061,5003226,34437093,25789909,20119353,11922580,39212724,10991621,1050430,365567
1962.667684,22,130.4,453.5494221,53700,10079,0,"(51046.4, 54545.6]",43.4,42.7,44.3,2.32,54.91502067,7.996051333,"Training",TRUE,98775,598693,107846,282212,538219,79625,350750,143122,665214,32253,810352,488366,324544,129012,961015,1975,24973,12931
215,80,163.5,469.4,70127,39227,2141.382211,"(61494.5, 125635]",39.9,38.8,41,2.65,62.05574913,6.403882576,"Training",TRUE,247131,2318316,576637,1196424,1878974,270667,1282723,776695,2412461,231440,3165619,1900697,1094434,494261,3797213,22871,30595,23974
158,72,203.7,459.9,35400,26521,0,"(34218.1, 37413.8]",42.5,40.9,43.7,2.65,55.07142123,5.225066196,"Training",FALSE,580810,1429482,339469,1389701,883150,39782,1201402,198908,1445395,278471,1559435,1137751,1119187,631200,2540973,45866,607,1718
460,160,175.6,450.5,92647,142003,0,"(61494.5, 125635]",34.7,33.5,35.9,3.08,66.38405714,4.970818505,"Training",TRUE,837818,8150973,1576234,5126309,5410315,2087445,3365472,3152467,8775786,781017,11942453,9343798,2612856,994021,9958900,2432415,417483,727799
284,108,169.4,484.9,50002,39855,501.8190942,"(48021.6, 51046.4]",47.2,45.3,49.2,2.27,48.88522854,4.550819672,"Training",FALSE,553985,2052533,661593,1753620,1263404,306884,1386954,821013,2172098,227174,2562677,1809417,1610142,741303,3853965,27090,26288,4315
227,109,217.1,467.3,40038,42255,0,"(37413.8, 40362.7]",37.5,36.2,39,2.56,52.40220693,6.924516532,"Training",FALSE,743689,2277545,845100,1314131,1850769,215501,1360612,485933,2412761,270432,2602908,2015564,1508504,849326,3819016,120314,17217,122416
1825,688,168.1,435.6,67676,452745,88.34995417,"(61494.5, 125635]",35,33.5,37,2.63,50.40904224,5.841796248,"Training",TRUE,3893607,22682525,3984157,14442566,22637250,4210529,10141488,10050939,27345798,2761745,36219600,21937204,10005665,4165254,30669286,8741719,2926093,641614
121,47,148.2,414.2,47041,19836,0,"(45201, 48021.6]",44.9,43.7,45.6,2.48,57.84962992,5.642384106,"Training",TRUE,273737,1190160,432425,660539,823194,69426,825178,236049,1142554,79344,1317111,1003702,642687,317376,1548201,138302,7611,254787
143,57,206.3,536.1,43945,21407,0,"(42724.4, 45201]",42.6,40.7,44.7,0.024,53.73980054,5.675616678,"Training",TRUE,376764,1207355,254744,1001848,807044,77066,830592,233337,1164541,246181,1412862,1061788,813466,440985,1987636,80645,10131,23171
93,42,184.1,420,32744,13445,0,"[22640, 34218.1]",48.1,45.9,50.4,2.28,55.21715624,4.812157028,"Training",FALSE,295790,762332,289068,490743,562001,2689,537800,108905,548556,134450,713930,651461,662839,357637,1303707,16158,2893,5386
30,14,194.4,476.2,45465,3944,0,"(45201, 48021.6]",49.5,47.7,50.9,2.31,51.06761566,5.205479452,"Training",FALSE,61132,206666,26031,123842,237429,7100,108460,64288,182213,41018,239401,151844,199567,103333,361872,1385,2176,13249
731,210,145.1,496.3,103876,125488,47.81333673,"(61494.5, 125635]",45,43.5,46.1,2.6,62.07381821,4.22223833,"Training",TRUE,589794,7240658,2083101,3739543,4831288,1894869,2848578,3676799,8031232,740380,10980200,9198271,2572504,890965,11427211,323933,455336,159234
192,82,171,420,46945,38227,0,"(45201, 48021.6]",40.2,38.1,42.3,2.52,53.82250461,6.749577397,"Training",TRUE,470193,2029854,749250,1250023,1643761,179667,1689634,405207,2213344,263767,2565032,1999273,1269137,707200,3677692,32647,20530,28341
152,68,208.9,484.1,35964,25548,0,"(34218.1, 37413.8]",39.7,38,41.1,2.7,48.61986525,6.579419147,"Training",FALSE,631036,1246743,610598,899290,1011701,33213,924838,227378,1213530,214604,1262072,940167,1039804,633591,1748686,127535,4913,20053
69,28,214.5,549.9,34073,9899,0,"[22640, 34218.1]",41.1,38.4,42.7,2.45,49.6785361,6.736458807,"Training",FALSE,218768,522668,90081,255395,623637,20788,341516,119778,449415,110869,550385,430607,394971,232627,780120,194436,1782,1881
408,168,183,438.3,50571,87074,689.0690677,"(48021.6, 51046.4]",39.8,39.1,41,2.62,57.3063573,4.899005125,"Training",TRUE,1245159,4841315,1628284,3665816,3012761,400541,3091127,862033,4719411,731422,6069058,4219064,2795076,1471551,7609747,824863,72914,79708
52,22,198.4,492.4,33776,7929,0,"[22640, 34218.1]",43.7,41.6,45,2.4,49.0700558,9.322033898,"Training",FALSE,187125,414687,84048,494770,160959,53125,328261,63432,352841,75326,417859,304474,327468,189504,752469,22182,1110,0
569,241,185,456.6,43602,104425,536.2700503,"(42724.4, 45201]",38.1,36.5,40,2.53,46.1311459,6.237398089,"Training",TRUE,1879650,4824435,1743898,3372928,4636471,689205,4145673,1054693,5962668,960710,7142671,5409215,3780186,2036288,8724187,1259203,78521,55491
104,43,233.2,564.5,43799,15620,256.0819462,"(42724.4, 45201]",41.3,39.5,42.9,2.57,53.00400534,5.429997065,"Training",TRUE,285846,845042,412368,743512,382690,21868,696652,107778,909084,103092,1018424,785686,588874,321772,1457598,54476,0,25874
51,25,221.7,468,38583,8490,0,"(37413.8, 40362.7]",38,35.2,40.3,2.41,30.84274544,4.927099045,"Training",FALSE,191025,296301,265737,193572,384597,5094,211401,136689,439782,116313,504306,355731,343845,189327,329883,497534,5020,6325
48,25,275.9,528.6,25473,6752,0,"[22640, 34218.1]",41.9,39.9,45.1,2.2,42.14760406,2.731512325,"Training",FALSE,236320,301140,221466,241722,212013,0,286960,22957,195808,82375,280208,204586,353805,250500,654619,6355,3415,95
78,36,180.6,407.4,40980,17471,0,"(40362.7, 42724.4]",37.2,36.1,38.2,2.66,52.354297,5.429553265,"Training",TRUE,351168,849091,193929,421052,1025548,106574,672634,157239,892769,235859,1072720,846536,597509,344179,1511821,184150,5749,27734
155,59,172.1,437,61792,37862,0,"(61494.5, 125635]",37.1,36,38.3,3.03,61.87173482,4.855936413,"Training",TRUE,397551,1881742,473275,1370605,1753011,189310,1264591,530068,1794659,401338,3047891,2362589,954123,340758,2262604,1214259,79310,78399
248,110,199,463,36973,45063,221.9115461,"(34218.1, 37413.8]",39.4,38.2,40.8,2.53,43.89416163,6.247570929,"Training",FALSE,1104044,2063886,1320346,1464548,1405966,315441,1473561,473162,2230619,473162,2424390,1838571,1798014,1067994,2698010,1643718,39007,48960
58,29,202.4,405.4,39184,11954,0,"(37413.8, 40362.7]",37.6,35.8,39.2,2.44,51.35914333,6.036139946,"Training",FALSE,249839,652689,186483,156598,781792,70529,332322,114759,700505,115954,682574,579217,461425,303632,1137756,7914,5276,18369
1931,677,172.7,525.7,61510,300813,365.6756856,"(61494.5, 125635]",41.8,40,43.2,2.56,53.42832095,4.239802406,"Training",TRUE,3008130,15461789,2797561,8633334,15913008,2737399,10618699,5173984,17808130,2195935,23192683,18139024,9054472,4060976,26013012,1516535,827092,721973
98,31,140.9,459.2,42942,15972,2191.334836,"(42724.4, 45201]",46.6,46.3,47.1,2.28,47.8139261,3.270009343,"Training",FALSE,234789,833739,317843,498327,640478,140554,528674,372148,947140,86249,1079708,848114,467980,226803,1537717,8745,1424,2136
60,24,165.8,465.5,49837,9410,0,"(48021.6, 51046.4]",42.2,41.7,42.5,2.39,53.52986811,6.748466258,"Training",TRUE,113861,535429,196669,246542,464854,32935,414040,74339,597535,31994,700104,510963,339701,143032,924547,3073,2082,992
1404,502,181.4,474.4,76856,307343,0,"(61494.5, 125635]",39.3,38.2,40.2,2.79,61.79868665,4.286141792,"Training",TRUE,2120667,17887363,4425740,10203788,12877672,3227102,8144590,6669344,20223170,2458744,24218629,14891929,7007421,3841788,28110620,413682,809464,811764
87,41,216.8,457.3,27709,15693,0,"[22640, 34218.1]",40.8,40.3,41,2.57,51.18649733,6.41509434,"Training",FALSE,528855,772096,273059,367217,896071,32956,550825,97297,572795,229118,739141,525716,800343,533562,1532030,12849,687,1079
73,25,169.3,476.7,41818,13635,0,"(40362.7, 42724.4]",39.9,38.4,40.8,2.61,54.22316931,3.74722134,"Training",FALSE,248157,733563,220887,681750,425413,35451,548127,99536,704930,173165,756743,660668,504495,319059,1007404,289994,5618,8226
561,227,189.6,477.3,40124,104173,28.79824907,"(37413.8, 40362.7]",39,37.6,40.5,2.62,46.61581243,5.664585192,"Training",FALSE,2093878,4885714,1875114,3760646,4260676,520865,3448127,1385501,5625342,864636,6604569,5041974,3823150,2156382,7261543,2752786,79689,85827
335,155,194.2,437.1,34842,51881,19.27487905,"(34218.1, 37413.8]",46,43.6,47.5,2.32,47.92326567,6.007452513,"Training",FALSE,1063561,2697812,664077,2111557,2147874,264594,1769143,378732,2588862,518810,3102484,2513831,2225695,1151759,3804739,1155927,27036,115840
183,73,169.8,435.3,41420,33940,0,"(40362.7, 42724.4]",42.3,40.4,43.5,2.52,56.80724824,4.038301415,"Training",TRUE,597344,1809002,610920,1513724,1065716,200246,1574816,305460,1680030,237580,2155190,1588392,1333842,716134,3195936,134821,5321,11144
1962.667684,15,154.5,453.5494221,50639,7904,0,"(48021.6, 51046.4]",35.3,34.2,37.2,2.39,53.81222432,5.794871795,"Training",TRUE,89316,439463,96429,158871,505066,30036,228426,147015,544586,21341,640224,520874,195229,89316,746717,14761,699,10971
297,123,174,439,45003,55610,629.3832045,"(42724.4, 45201]",39,37.3,41.6,2.45,50.84037515,4.557619009,"Training",TRUE,973175,2763817,600588,1596007,3136404,228001,2558060,522734,3147526,450441,4026165,3097477,1912984,1000980,5239047,139003,35994,43352
452,191,197.4,465.9,39999,80862,0,"(37413.8, 40362.7]",40.9,40.1,41.5,2.49,45.51298371,4.578696343,"Training",FALSE,1819395,3800514,1706189,2644188,3452808,283017,2935291,663069,3792428,1115896,4843634,3396204,3468980,1908344,5228918,2583927,36541,60768
48,14,163.9,507.4,50874,7058,0,"(48021.6, 51046.4]",52,52.9,50.8,2.29,54.17508418,3.703703704,"Training",FALSE,110105,401601,136926,234326,295731,38819,196213,123515,339490,74109,479239,341987,266793,98107,671971,3793,2461,616
814,296,163.9,452.4,58750,190309,462.4058768,"(54545.6, 61494.5]",35.5,34.7,36.1,2.72,53.57704286,6.253360451,"Training",TRUE,2778512,10181532,3958428,6775001,7174650,1122824,4643540,3482655,11133077,1313133,12674580,9858007,6432445,3634902,15255799,283514,497770,2078344
252,85,185.4,551.5,54540,45126,421.043301,"(51046.4, 54545.6]",37.9,36.4,39.5,2.62,55.86608789,7.048374906,"Training",TRUE,573101,2468393,546025,2265326,1624536,76715,1895292,437723,2635359,442235,3091131,2463880,1547822,893495,4136618,236648,13468,43138
99,48,202.8,422.5,38595,19182,0,"(37413.8, 40362.7]",41,39.4,43.4,2.7,51.71965318,6.303030303,"Training",FALSE,385559,961019,176475,951428,759608,30692,828663,178393,926491,145784,1091456,824826,780708,448859,1818250,27809,11890,31739
225,82,177.3,503.5,59282,35385,0,"(54545.6, 61494.5]",42.6,41,44,2.66,56.73692428,2.100668394,"Training",TRUE,378620,1935560,378620,1673711,1326938,159233,1227860,537852,1903713,279542,2473412,1818789,1199552,555545,2922260,450853,35185,35696
1456,579,181.6,458.5,44050,297302,531.4461389,"(42724.4, 45201]",38.2,36.9,39.3,2.58,48.6859826,5.772383445,"Training",TRUE,5262246,14627259,4310879,9751506,13111019,2556798,8859600,4340610,16589452,2645988,18611106,14597529,10197459,5916310,21700984,6185115,663019,582375
512,217,177.6,425.8,48194,98573,649.2650117,"(48021.6, 51046.4]",40.9,39,42.8,2.46,50.8534401,4.630064868,"Training",TRUE,1429309,4928650,1380022,3095193,4938508,443579,3617630,1251878,5322942,847728,7047970,5224369,3578200,1725028,9106008,260730,28306,150698
221,102,202.5,434.6,41806,40887,0,"(40362.7, 42724.4]",39.3,38.7,40.2,2.56,53.84371029,5.739464467,"Training",FALSE,719612,2265140,924047,1786762,1312473,65420,1533263,462024,2138391,286209,2252874,1606860,1627303,899514,2767877,17150,17848,2194
13,5,135.2,384.9,39964,2006,0,"(37413.8, 40362.7]",50.8,50,51.6,2.15,54.86631016,9.17721519,"Training",FALSE,27884,129789,22066,56168,122366,0,83249,29087,118956,2207,139217,99297,75426,32297,194599,1673,0,591
309,152,203.2,401.7,47123,79654,0,"(45201, 48021.6]",36.4,35.9,37,2.82,56.02906908,6.112482007,"Training",TRUE,1385980,4102181,1879835,3090576,2939233,55758,3026852,533682,3664084,916021,4261489,3544603,2548928,1664769,6435973,851887,53147,461049
404,134,150.9,480.7,44148,63100,15.84786054,"(42724.4, 45201]",42.9,40.9,44,2.4,48.48832759,4.741223308,"Training",TRUE,1041150,3161310,839230,1829900,3237030,403840,2176950,826610,3533600,548970,4151980,3057434,2568170,1419750,6059311,62968,29366,31632
213,84,177.2,458.4,38130,41265,0,"(37413.8, 40362.7]",36.8,34.8,38,2.33,46.28352971,3.120443278,"Training",FALSE,969728,1861052,193946,623102,3086622,222832,1138914,722138,2108642,255843,2686352,2034365,1357619,668493,3437638,127601,35793,66228
32,14,154.3,431.1,43249,4329,0,"(42724.4, 45201]",49.2,48,50.9,2.08,53.38491296,7.142857143,"Training",FALSE,58009,262771,72728,115152,206061,38961,182251,48485,267966,12555,312987,209757,166667,59741,424126,198,3254,691
126,62,205.8,445.9,41112,23258,0,"(40362.7, 42724.4]",38.2,35.8,41.1,2.48,47.3428313,6.003068661,"Training",TRUE,379106,1111733,372128,520980,1346639,83729,916366,267467,1330358,127919,1648993,1239652,807053,386083,1985911,114626,8174,87614
180,78,184.5,451.3,41930,25427,0,"(40362.7, 42724.4]",49.1,48.2,50.1,2.26,54.62888711,3.917098446,"Training",FALSE,409375,1479852,289868,1177271,1006910,68653,1001824,300039,1177271,353436,1530706,933171,1225582,592450,2369492,17123,9007,2475
2663,909,155.6,463,68172,555786,25.18955137,"(61494.5, 125635]",38.1,36.5,39.5,2.91,49.27138445,5.746896424,"Training",TRUE,6169225,25844049,8503526,16562423,23287434,7225218,16506845,10948985,34458732,5446703,36626298,31179595,15284115,9503941,32161599,11842246,2680260,7513398
211,94,203.8,464.3,34655,30553,0,"(34218.1, 37413.8]",46.4,46.1,46.8,2.28,48.18559034,3.935222672,"Training",FALSE,748549,1576535,647724,1072411,1264895,70272,1200733,235259,1295448,403300,1698747,1026581,1561259,788268,2947853,13829,7462,8855
639,229,166.2,459.7,50305,174974,200.0297187,"(48021.6, 51046.4]",30.1,29.6,30.8,2.41,44.31173485,5.073280722,"Training",TRUE,3411993,7663862,682399,2309657,11513290,2992056,3534475,4689304,11425803,874870,14067910,11268326,3604465,1732243,14359713,1477602,708626,136172
31,13,174.9,447.1,47224,5281,0,"(45201, 48021.6]",40.8,38.9,41.9,2.47,56.55539429,7.258064516,"Training",FALSE,78159,306827,142059,151565,213353,21124,160543,85553,328479,13731,378120,294680,161599,76575,454979,0,0,397
40,17,198.1,465.2,62024,5644,354.3586109,"(61494.5, 125635]",46,45,47.1,2.37,56.42070934,5.541346974,"Training",TRUE,50232,334690,40637,203184,291795,28785,240999,46281,334690,55876,424429,301954,206006,84096,550053,1164,1455,2327
1003,395,191.5,501.1,44800,181635,16.51664052,"(42724.4, 45201]",39.8,38.3,41,2.54,47.33223403,5.729334092,"Training",FALSE,2833506,8900115,3560047,5830484,7537853,1235118,5558031,2615544,10008089,1562061,11007081,8800902,6593351,3560047,14906556,1955741,369376,111973
118,55,161.8,383.6,45945,24827,0,"(45201, 48021.6]",41.5,40.5,42.5,2.22,49.70554711,3.67487328,"Training",FALSE,337648,1295970,290476,782051,1258729,148962,836670,506471,1564101,94343,1747821,1202962,782051,297924,2315676,12794,20450,16119
184,88,213.6,438.7,37554,35916,27.84274418,"(37413.8, 40362.7]",39.6,38.8,40.4,2.63,43.94933618,3.7384301,"Training",FALSE,772194,1576713,517191,1210370,1569530,294512,1354034,344794,1738335,301695,1831716,1443824,1447415,933816,1767125,1709576,3159,74626
280,111,161.9,454.6,54836,37512,213.2650885,"(54545.6, 61494.5]",49,48.2,49.6,2.3,50.68079601,3.328451604,"Training",FALSE,438891,2025648,603944,1474222,1076595,596441,1046585,682719,2093170,251331,2704616,1808079,1504232,607695,3084700,445889,55575,26399
25,9,151.8,448.8,41593,3238,0,"(40362.7, 42724.4]",49.3,46.3,52.9,1.95,53.65396627,0,"Training",TRUE,48247,209499,53427,79979,106531,83865,108473,46304,182947,10038,224394,150891,107826,34323,305100,2501,400,11900
1962.667684,118,175.6,453.5494221,48460,55691,1634.016268,"(48021.6, 51046.4]",37.7,36.8,39.1,2.42,46.41804377,6.843609637,"Training",TRUE,723983,2723290,807520,1637316,2778981,345285,1865649,846504,3619915,278455,3948492,2698440,1620609,807520,4880844,178759,138191,177860
1962.667684,11,160.5,453.5494221,56032,4964,0,"(54545.6, 61494.5]",42,40.7,43.4,0.0221,56.83060109,6.629834254,"Training",TRUE,41202,324150,104244,90842,239762,61058,165798,77935,335070,28792,417473,333085,122611,31274,472729,0,5238,14002
8954,3397,157.6,438.3,51485,1896425,216.723572,"(51046.4, 54545.6]",40,38.6,41.1,2.73,43.04294896,4.663810807,"Training",FALSE,27498163,81735918,32428868,55754895,84959840,16498898,52341330,37549215,113406215,18964250,110751220,94062680,55754895,36221718,118749321,52791686,6635603,5662364
113,40,138.4,431.4,55984,20709,48.28818388,"(54545.6, 61494.5]",40.6,39.9,41.9,2.24,56.28031038,3.507692308,"Training",TRUE,194665,1126570,78695,258863,1636011,97333,726886,339628,1455843,62127,1729202,1387503,530151,200878,2001983,19635,25683,6149
103,48,227.1,527.2,36822,12155,0,"(34218.1, 37413.8]",48.3,45.2,50.5,2.26,41.0632622,6.455750321,"Training",FALSE,261333,563992,216359,483769,436365,77792,415702,170170,584656,115473,690404,448520,502002,250394,748714,442944,9677,6086
947,362,190,504.8,41783,200579,174.4948374,"(40362.7, 42724.4]",33.5,31.5,35.5,2.61,39.01594283,6.992367626,"Training",FALSE,4392681,7922871,2507238,6478702,9788256,1283706,5556039,3008685,10069066,2206369,12516130,9306866,7000208,3871175,9190171,8979462,482908,545500
124,50,218.4,553,40568,16448,0,"(40362.7, 42724.4]",43.3,42.2,44.7,2.48,49.87741342,4.374100719,"Training",FALSE,328960,832269,256589,687527,539495,161191,817466,152967,774701,118426,927668,648052,769767,442452,1608770,8808,4304,0
26,11,147.4,372.9,41248,5557,2159.438546,"(40362.7, 42724.4]",37.8,35.8,44,2.24,51.28205128,5.208333333,"Training",FALSE,101694,227837,108362,263402,175046,8892,234506,64462,182270,35010,356760,268959,241174,143927,469678,61982,508,5073
109,40,147.9,408.2,54771,26986,0,"(54545.6, 61494.5]",36.2,34.3,38.3,2.42,58.5480978,9.527108955,"Training",FALSE,280655,1667735,469557,758307,1389779,80958,871648,472255,1686625,62068,1980773,1484230,785293,356216,2437343,49715,26801,33757
55,16,137.6,447.7,125635,13892,0,"(61494.5, 125635]",37.7,37.1,38.6,2.57,53.27138986,3.066180935,"Training",TRUE,44455,768228,56958,243110,568183,520950,104190,477885,1000224,58347,1282232,1086355,187542,37509,1078541,29542,158775,49376
211,89,218.3,515,33640,31709,0,"[22640, 34218.1]",41.8,40.5,43.2,2.4,51.74340811,3.502840141,"Training",FALSE,761016,1658381,294894,1195430,1363487,317090,1341291,263185,1439589,260014,1934249,1477640,1319095,748333,3052246,33359,14183,3996
11,4,144.6,375,33387,1358,0,"[22640, 34218.1]",56.5,58.6,55,1.97,54.69448584,1.754385965,"Training",FALSE,31642,82295,16975,30148,62333,26346,49024,14531,63419,11543,101036,58666,63283,16161,131469,0,504,504
576,225,174,437.6,53027,150033,6.665200323,"(51046.4, 54545.6]",34.8,33.3,36.1,2.72,51.96295401,5.666906226,"Training",FALSE,2580568,7756707,2025446,5506212,6541439,930205,4500990,2145472,8491868,1455321,10397287,7921743,4455981,2250495,9231854,4398813,424367,437279
48,17,171.3,492.7,35570,6163,0,"(34218.1, 37413.8]",48.8,49,48.6,2.29,49.83339504,4.942339374,"Training",FALSE,120795,332186,114632,238509,205228,57933,266858,65945,335884,57933,340814,238509,318011,179960,595747,3774,2383,1391
188,85,197.1,444.2,49467,37585,0,"(48021.6, 51046.4]",37.5,36.4,39.3,2.52,52.81049885,4.543828265,"Training",TRUE,507398,1706359,469813,1292924,1849182,146582,1608638,326990,1883009,274371,2777532,2187447,1059897,503639,3501146,155032,32744,9085
122,45,140,388.9,50107,21269,0,"(48021.6, 51046.4]",51.5,51.7,51.4,2.45,56.63289918,6.419479801,"Training",FALSE,287132,1222968,463665,1031547,597659,34031,621055,327543,1093227,102092,1339947,1030564,793334,325416,1988319,30069,4603,11558
180,70,168.3,441.6,40797,53154,112.8795575,"(40362.7, 42724.4]",28.5,28.1,29.3,2.65,40.60228453,4.979333506,"Training",TRUE,1376689,1929491,228563,855780,3768619,462440,1110919,1153442,2806532,446494,3906819,2575512,1334166,722895,3827018,1276885,102737,30333
1962.667684,63,155.3,453.5494221,52531,39710,0,"(51046.4, 54545.6]",35.4,35.3,35.6,2.45,48.05527124,7.207014542,"Training",TRUE,540056,2009326,500346,1072170,2080804,317680,1274691,603592,2620860,266057,2839265,1924100,1278662,714780,3745220,92338,44954,4658
449,154,159.5,479.8,51880,104926,57.18315765,"(51046.4, 54545.6]",30.2,28.5,31.8,2.35,41.07124285,4.367123465,"Training",TRUE,1962117,3913740,325271,1364038,7271372,1531920,2077535,2329358,5760438,619064,8383588,7040535,2612658,1374531,8526330,435950,1054059,91939
1370,549,178.3,482.8,45098,211917,127.4083721,"(42724.4, 45201]",42.3,40.4,43.8,2.41,44.9714232,3.545136747,"Training",TRUE,3263522,9705799,2331087,4980050,11337560,2543004,7989271,3454248,11761394,1462228,15363983,11782586,7438287,3602589,19644360,654041,448636,142464
28,10,164.7,375.5,33256,3456,0,"[22640, 34218.1]",57.1,55.5,58.7,2.44,53.13626532,0.689655172,"Training",FALSE,76724,170727,0,83290,220839,41472,125453,51149,116122,15898,215309,129946,153101,45274,333254,2315,1158,1447
228,125,181.6,335,48030,51657,0,"(48021.6, 51046.4]",44.1,43.1,45.2,2.56,54.30575593,5.517112399,"Training",TRUE,764524,2799810,1275928,1420568,2293571,175634,1869984,594056,2763650,501073,3383534,2502977,1962966,1038306,4558767,244504,39773,90484
257,106,189.1,459.6,41940,49565,0,"(40362.7, 42724.4]",36.8,34,39.4,2.56,48.51193606,4.908292431,"Training",FALSE,1110256,2507989,783127,1868601,1903296,401477,1595994,535302,2364251,540259,3251464,2401612,1819036,892170,3700727,973886,58446,58943
16,8,187.2,389.8,38655,3044,0,"(37413.8, 40362.7]",37,36.1,39.4,2.7,58.61136159,4.744525547,"Training",FALSE,58750,178379,156462,45965,34702,67577,99539,33180,177466,15829,154027,147494,112933,65751,255028,10552,598,27773
2688,894,159.1,486.2,85613,515939,149.2424492,"(61494.5, 125635]",40.1,38.8,41.2,2.66,58.35469775,4.919274098,"Training",TRUE,3766355,28840991,5881705,14755856,23526819,7429522,11969785,15117013,33381254,3044041,42513374,35548198,11299065,4798233,44589618,3050920,2307773,571403
